time,gFx,gFy,gFz,TgF
6.642874,0.8513,-0.0521,-0.0761,0.86
6.659488,0.7150,0.0203,-0.0940,0.72
6.688461,0.6542,0.0284,-0.1071,0.66
6.697072,0.7024,-0.0077,-0.1135,0.71
6.725200,0.7917,-0.1022,-0.0884,0.80
6.742392,0.6324,-0.0683,-0.0761,0.64
6.758687,0.4204,-0.0292,-0.0761,0.43
6.781692,0.5032,-0.0455,-0.1245,0.52
6.798000,0.9195,-0.0140,-0.1008,0.93
6.825541,1.1653,0.2016,0.1882,1.20
6.841764,1.2889,0.1342,0.4197,1.36
6.867160,1.7022,0.0220,0.6320,1.82
6.884090,1.7194,0.2023,0.9396,1.97
6.903507,1.7919,1.0454,0.3435,2.10
6.926082,1.6519,0.9770,0.2148,1.93
6.943196,1.5997,0.2808,0.3587,1.66
6.958998,1.5640,-0.2935,0.2423,1.61
6.979574,1.5371,-0.7794,-0.0840,1.73
7.009028,1.3993,-0.4713,-0.1096,1.48
7.027702,1.0819,0.0525,-0.1326,1.09
7.042003,0.8469,0.3499,-0.1069,0.92
7.059322,0.7162,0.4579,-0.0436,0.85
7.084525,0.6601,0.0926,0.0708,0.67
7.108302,0.6647,-0.2344,0.0782,0.71
7.125827,0.6300,-0.2977,0.0720,0.70
7.142593,0.5313,-0.2361,0.0780,0.59
7.175768,0.5133,0.1117,0.0841,0.53
7.196512,0.6571,0.2828,0.1229,0.73
7.212455,0.7774,0.2945,0.1481,0.84
7.224680,0.8650,0.2761,0.1123,0.91
7.241839,0.9375,0.2106,0.0792,0.96
7.278610,1.1071,0.1203,0.1095,1.12
7.292600,1.1963,0.1093,-0.0710,1.20
7.307588,1.2347,0.0296,-0.0959,1.24
7.324925,1.2559,-0.0658,-0.0791,1.26
7.358514,1.2212,-0.1510,-0.1763,1.24
7.374082,1.2097,-0.1860,-0.2205,1.24
7.394619,1.2004,-0.2087,-0.2576,1.25
7.411997,1.1061,-0.1667,-0.2920,1.16
7.424634,1.0094,-0.1163,-0.2144,1.04
7.457636,1.2801,0.0961,0.2888,1.32
7.474237,1.3101,0.3951,0.3918,1.42
7.493916,1.1005,0.4007,0.6589,1.34
7.510655,1.0253,0.2465,0.6496,1.24
7.524205,0.9484,0.0823,0.7334,1.20
7.558199,1.1313,-0.0521,0.3931,1.20
7.573679,1.1110,0.2102,0.1759,1.14
7.597249,0.8574,0.3897,0.2204,0.97
7.623370,0.8296,0.2512,0.3401,0.93
7.626334,0.8315,0.2290,0.3440,0.93
7.657559,0.8780,-0.0101,0.2555,0.91
7.673746,0.8403,-0.0336,0.2055,0.87
7.694548,0.8022,0.0135,0.1402,0.81
7.709210,0.7893,0.0413,0.1212,0.80
7.740688,0.8529,-0.0082,0.0667,0.86
7.757375,0.9242,-0.0641,0.0435,0.93
7.776673,0.9996,-0.1328,0.0208,1.01
7.796110,1.0472,-0.1738,0.0237,1.06
7.810721,1.0472,-0.1745,0.0301,1.06
7.841094,1.0169,-0.0716,0.0550,1.02
7.858367,0.9880,0.0169,0.0713,0.99
7.874758,0.9964,0.1110,0.0366,1.00
7.896218,0.9256,0.1076,0.0281,0.93
7.917266,0.9014,-0.0574,0.1007,0.91
7.940428,0.9230,-0.1674,0.0929,0.94
7.956731,0.9647,-0.1526,0.0377,0.98
7.973450,0.9752,-0.0455,-0.0290,0.98
7.996260,0.9419,0.0558,0.0023,0.94
8.018397,0.9415,0.1322,0.0569,0.95
8.040304,0.9752,0.1882,0.0776,1.00
8.058524,1.1792,0.1759,0.2367,1.22
8.073989,1.2728,0.1412,0.1847,1.29
8.094213,1.3425,-0.0809,0.3140,1.38
8.116542,1.2417,-0.1811,0.5392,1.37
8.139128,1.0446,0.2283,0.4078,1.14
8.156682,0.7768,0.4249,0.2421,0.92
8.178786,0.9141,0.1906,0.1771,0.95
8.206238,1.3565,-0.2454,0.1361,1.39
8.223211,1.5254,-0.3225,0.1249,1.56
8.239322,1.4377,-0.2281,0.1842,1.47
8.281770,0.8289,0.2791,0.0980,0.88
8.282333,0.8015,0.2876,0.0997,0.86
8.306114,0.7118,0.2307,0.1165,0.76
8.322772,0.7302,0.0821,0.1388,0.75
8.339253,0.7355,-0.0113,0.1312,0.75
8.382433,0.7460,0.0413,-0.0388,0.75
8.398135,0.6820,0.0707,-0.0390,0.69
8.406302,0.6370,0.0729,-0.0485,0.64
8.423926,0.5895,0.0665,-0.0131,0.59
8.440143,0.5382,0.0709,0.0225,0.54
8.476795,0.6124,-0.0126,0.0708,0.62
8.490301,0.6107,-0.0084,0.0489,0.61
8.505370,0.6212,0.0280,0.0088,0.62
8.523221,0.6468,0.0578,-0.0840,0.65
8.556053,0.7746,0.0169,-0.1154,0.78
8.572404,0.8084,0.0033,0.0296,0.81
8.592076,0.9048,0.0215,0.0469,0.91
8.614268,1.1873,0.0626,0.0538,1.19
8.621493,1.3125,0.0778,0.0699,1.32
8.655512,1.1504,0.1310,0.1605,1.17
8.672575,1.0280,0.0983,0.1659,1.05
8.698701,1.3067,0.0724,0.2128,1.33
8.708634,1.3478,0.0680,0.2507,1.37
8.722601,1.3588,-0.0426,0.3059,1.39
