time,gFx,gFy,gFz,TgF
4.944862,1.0018,-0.0215,-0.0380,1.00
4.963347,1.0024,-0.0218,-0.0378,1.00
4.994802,1.0011,-0.0218,-0.0367,1.00
5.010882,1.0018,-0.0208,-0.0388,1.00
5.028458,1.0018,-0.0218,-0.0402,1.00
5.049888,1.0024,-0.0233,-0.0388,1.00
5.079442,1.0031,-0.0208,-0.0397,1.00
5.094633,0.9999,-0.0211,-0.0392,1.00
5.111642,1.0008,-0.0225,-0.0388,1.00
5.127983,1.0033,-0.0220,-0.0404,1.00
5.149379,1.0038,-0.0213,-0.0385,1.00
5.177354,1.0020,-0.0213,-0.0397,1.00
5.196027,0.9999,-0.0187,-0.0397,1.00
5.211317,1.0020,-0.0215,-0.0407,1.00
5.230241,1.0029,-0.0187,-0.0372,1.00
5.266538,1.0004,-0.0220,-0.0429,1.00
5.277230,1.0011,-0.0196,-0.0407,1.00
5.295410,1.0029,-0.0211,-0.0363,1.00
5.310448,1.0038,-0.0213,-0.0358,1.00
5.328919,1.0048,-0.0206,-0.0319,1.01
5.363532,1.0050,-0.0169,-0.0297,1.01
5.376553,1.0029,-0.0182,-0.0311,1.00
5.394758,1.0011,-0.0199,-0.0299,1.00
5.410591,1.0013,-0.0211,-0.0307,1.00
5.452373,1.0041,-0.0155,-0.0334,1.00
5.452875,1.0041,-0.0155,-0.0334,1.00
5.476086,1.0013,-0.0159,-0.0336,1.00
5.493568,1.0050,-0.0192,-0.0363,1.01
5.510401,1.0024,-0.0208,-0.0336,1.00
5.548451,1.0013,-0.0220,-0.0351,1.00
5.561127,1.0033,-0.0218,-0.0355,1.00
5.577806,1.0031,-0.0208,-0.0375,1.00
5.595164,1.0024,-0.0213,-0.0385,1.00
5.626988,0.9992,-0.0223,-0.0378,1.00
5.643124,1.0008,-0.0206,-0.0414,1.00
5.663944,1.0043,-0.0238,-0.0421,1.01
5.676870,1.0020,-0.0218,-0.0436,1.00
