time,gFx,gFy,gFz,TgF
6.314407,0.9571,0.3003,0.1815,1.02
6.337876,0.9522,0.2368,0.0230,0.98
6.358541,1.0676,0.1510,0.0210,1.08
6.381234,1.0996,0.1322,0.1330,1.12
6.398334,1.1069,0.1396,0.1652,1.13
6.413970,1.1135,0.1340,0.1659,1.13
6.438078,1.0847,0.1389,0.1479,1.10
6.460228,1.0131,0.1219,0.0885,1.02
6.480899,0.9127,0.0988,0.0256,0.92
6.498686,0.8436,0.0785,-0.0036,0.85
6.514619,0.8005,0.0516,-0.0099,0.80
6.555277,0.7859,0.0546,0.0308,0.79
6.575369,0.7947,0.0997,0.0682,0.80
6.582922,0.8133,0.1132,0.0794,0.82
6.597326,0.8322,0.1430,0.0892,0.85
6.629872,0.8103,0.1918,0.0631,0.84
6.649670,0.8171,0.1723,0.0200,0.84
6.670202,0.8047,0.1459,-0.0255,0.82
6.679645,0.8103,0.1393,-0.0336,0.82
6.696911,0.8433,0.1523,-0.0146,0.86
6.730384,0.9608,0.1122,0.0525,0.97
6.753035,1.0199,0.0680,0.1491,1.03
6.775143,1.0690,0.1070,0.2313,1.10
6.782955,1.0875,0.1308,0.2348,1.12
6.796761,1.1201,0.1671,0.1976,1.15
6.830649,1.1331,0.0978,-0.0751,1.14
6.854827,1.0204,0.0084,-0.1418,1.03
6.876279,1.1352,-0.0128,0.0452,1.14
6.879246,1.1621,-0.0015,0.0657,1.16
6.913302,1.5286,0.3541,0.4918,1.64
6.930421,1.3321,0.4330,0.5231,1.50
6.952622,1.0297,0.4320,0.2993,1.16
6.974902,0.7380,0.2920,0.1630,0.81
6.982068,0.6559,0.2283,0.1309,0.71
7.013810,0.6923,0.0426,0.1427,0.71
7.030713,0.8890,0.0482,0.1676,0.91
7.055882,1.1723,0.1503,0.2588,1.21
7.076232,1.2505,0.2251,0.3059,1.31
7.083914,1.1699,0.2309,0.3222,1.24
7.112925,0.9503,0.2465,0.2455,1.01
7.129265,0.8597,0.1918,0.1987,0.90
7.151337,0.8042,0.0823,0.1676,0.83
7.169526,0.7717,0.0292,0.1603,0.79
7.195351,0.7451,0.0179,0.1873,0.77
7.212347,0.7502,0.0320,0.1833,0.77
7.228911,0.8000,0.0746,0.1974,0.83
7.249515,0.8811,0.1437,0.2213,0.92
7.271377,0.9137,0.2013,0.2338,0.96
7.295234,0.7996,0.2034,0.2331,0.86
7.312472,0.6835,0.1743,0.1434,0.72
7.328933,0.5899,0.1401,0.0869,0.61
7.353966,0.6168,0.0480,0.1078,0.63
7.381465,0.6923,-0.0560,0.0916,0.70
7.395609,0.6801,-0.0890,0.0152,0.69
7.411437,0.6261,-0.0890,-0.0558,0.63
7.429719,0.6032,-0.0602,-0.1015,0.61
7.449551,0.6967,-0.0062,-0.0747,0.70
7.468431,0.8587,0.0802,-0.0285,0.86
7.495356,1.0966,0.1408,0.1559,1.12
7.511703,1.1706,0.1640,0.2567,1.21
7.528947,1.2337,0.2365,0.2856,1.29
7.549624,1.2137,0.3467,0.3782,1.32
7.570036,1.1496,0.4994,0.3075,1.29
7.595091,1.2493,0.5561,0.2226,1.39
7.611419,1.3419,0.4674,0.1163,1.43
7.628468,1.4169,0.3250,0.0577,1.45
7.650430,1.4426,0.1762,0.2182,1.47
7.671950,1.3924,0.1454,0.2824,1.43
7.698009,1.3199,0.1149,0.2167,1.34
7.710906,1.2691,0.1166,0.1479,1.28
7.727918,1.2034,0.1486,0.0667,1.21
7.748674,1.1380,0.2041,0.0413,1.16
7.777871,0.9319,0.2263,0.0303,0.96
7.795574,0.7949,0.2011,0.0284,0.82
7.810827,0.6959,0.1442,0.0398,0.71
7.851962,0.5254,0.0574,0.0128,0.53
7.852426,0.5254,0.0574,0.0128,0.53
7.873692,0.5480,0.0921,-0.0043,0.56
7.894968,0.5667,0.1589,0.0140,0.59
7.911918,0.5711,0.1782,0.0452,0.60
7.953291,0.7101,0.1386,0.0860,0.73
